ID Number,Date_Began,Year,General_Date (if date_began unknown),OrgName,Location (State),State,County,County,Primary CI Sector targeted,Secondary CI Sector,Strain,MITRE ATT&CK Software ID [if exists],"Duration (days, unless specified)",Duration Rank,Ransom Amount,Local Currency,RansomScale,PaidStatus,PayMethod (only if paid),AmtPaid,Source,Related incidents,Comments
825,11/17/2020,2020,,Housing Authority of McDonough County,IL,,,,Government Facilities,,,,,,,,,,,,https://www.mcdonoughvoice.com/story/news/2020/12/02/mcdonough-county-housing-authority-experiences-ransomware-data-breach/3792999001/,,
826,11/17/2020,2020,,Hampton Roads Sanitation District,VA,,,,Water and Wastewater Systems,,,,,,,,,,,,https://www.hrsd.com/news-release-november-19-2020,,
827,11/17/2020,2020,,The Paris-Normandy daily (newspaper),France,,,,Communications,,,,,,,,,,,,https://www.lemonde.fr/actualite-medias/article/2020/11/19/le-quotidien-paris-normandie-vise-par-une-cyberattaque_6060387_3236.html,,
828,11/19/2020,2020,,Oglethorp County School System,Georgia,,,,Education Facilities Subsector,,,,,,,,,,,,https://www.govinfosecurity.com/from-st-louis-to-france-ransomware-victim-list-expands-a-15436,,Classes cancelled for the rest of the week
829,11/21/2020,2020,,Advantech,Taiwan,,,,Information Technology,,Conti,S0575,,,750 bitcoin,"$13,000,000",More than $5000000,,,,https://usaherald.com/advantech-hit-with-conti-ransomware-hackers-demand-13m-in-double-extortion-demand/,,
830,11/21/2020,2020,,Ouest-France,France,,,,Communications,,,,,,,,,,,,https://france3-regions.francetvinfo.fr/pays-de-la-loire/loire-atlantique/pays-loire-ouest-france-victime-cyberattaque-1897364.html,,Ransomware affiliate group identified as Lockean
831,11/22/2020,2020,,E-Land Retailer,South Korea,,,,Commercial Facilities,,Clop,S0611,,,,,,,,,https://www.koreatimes.co.kr/www/tech/2020/11/694_299692.html; https://www.bleepingcomputer.com/news/security/ransomware-gang-says-they-stole-2-million-credit-cards-from-e-land/,,Had to suspend operations in half of their stores
832,11/23/2020,2020,,Rand McNally,IL,,,,Transportation Systems,,,,,,,,,,,,https://www.bleepingcomputer.com/news/security/truck-routing-provider-rand-mcnally-hit-by-cyberattack/,,
833,11/24/2020,2020,,Ritzau,Denmark,,,,Communications,,,,,,,,,No,N/A,N/A,https://www.bleepingcomputer.com/news/security/danish-news-agency-ritzau-refuses-to-pay-after-ransomware-attack/,,
834,11/24/2020,2020,,Baltimore County Public Schools (BCPS) ,MD,,,,Education Facilities Subsector,,Ryuk,S0446,,,,,,,,,https://www.infosecurity-magazine.com/news/ransomware-attack-on-baltimore/,,Schools had to close for at least a day
835,11/24/2020,2020,,Netgain,Global,,,,Information Technology,,,,,,,,,,,,https://www.bleepingcomputer.com/news/security/ransomware-forces-hosting-provider-netgain-to-take-down-data-centers/,,
836,11/25/2020,2020,,Embraer,Brazil,,,,Critical Manufacturing,,,,,,,,,,,,https://www.infosecurity-magazine.com/news/aerospace-giant-embraer-hit/,,
837,11/28/2020,2020,,Delaware County,PA,,,,Government Facilities,,DoppelPaymer,,,,,"$500,000",$1000000 or less,Yes,,"$500,000",https://www.bleepingcomputer.com/news/security/pennsylvania-county-pays-500k-ransom-to-doppelpaymer-ransomware/,,
838,11/29/2020,2020,,Foxconn,Mexico,,,,Critical Manufacturing,,DoppelPaymer,,,,1804.0955 bitcoin,"$34,686,000",More than $5000000,,,Haberdashers’ Monmouth Schools,https://www.bleepingcomputer.com/news/security/foxconn-electronics-giant-hit-by-ransomware-34-million-ransom/,,
839,11/30/2020,2020,,Huntsville City Schools,AL,,,,education Facilities Subsector,,,,,,,,,,,,https://www.waaytv.com/content/news/Huntsville-City-Schools-cancels-classes-Tuesday-due-to-ransomware-threat--573241121.html,,Resulted in cancelled classes
840,11/30/2020,2020,End of Nov 2020,Kopter,Switzerland,,,,Critical Manufacturing,,LockBit,,,,,,,No,N/A,N/A,https://www.zdnet.com/article/ransomware-hits-helicopter-maker-kopter/,,
841,12/1/2020,2020,Dec-20,TransLink (Metro Vancouver transit system),Canada,,,,Transportation Systems,,Egregor,S0554,,More than 1 month,,$7.5 million,More than $5000000,No,N/A,N/A,"https://globalnews.ca/news/7499986/translink-suspicious-network-activity-update/ ; 
https://bc.ctvnews.ca/printed-ransom-note-asked-translink-for-7-5-million-in-december-cyberattack-1.5389170",,
842,12/1/2020,2020,Dec-20,Kmart,USA,,,,Commercial Facilities,,Egregor,S0554,,,,,,,,,https://www.bleepingcomputer.com/news/security/kmart-nationwide-retailer-suffers-a-ransomware-attack/,,Back end services impacted
843,12/1/2020,2020,Dec-20,CSAT Solutions,Global,,,,Information Technology,,Netwalker,S0457,,,,,,,,,https://appleinsider.com/articles/20/12/08/ransomware-attack-on-apple-repair-partner-causing-delayed-repairs-lost-products,,
844,12/1/2020,2020,Dec-2020,Transform Hospital Group LTD,UK,,,,Healthcare and Public Health,,Revil/sodinokibi,S0496,,,,,,,,,https://siliconangle.com/2020/12/24/uk-cosmetic-surgery-provider-hit-ransomware-customer-data-stolen/,,
845,12/1/2020,2020,Dec-20,City of Ellensburg,WA,,,,Government Facilities,,,,,,,,,,,,https://www.yaktrinews.com/city-of-ellensburg-is-the-victim-of-a-ransomware-cyberattack/,,
846,12/1/2020,2020,Dec-20,Whirlpool,Global,,,,Critical Manufacturing,,Nefilim,,,,,,,,,,https://www.bleepingcomputer.com/news/security/home-appliance-giant-whirlpool-hit-in-nefilim-ransomware-attack/,,
847,12/1/2020,2020,December 2020, Mississippi Center for Advanced Medicine,MS,,,,Healthcare and Public Health,,,,,,,,,,,,https://www.scmagazine.com/home/security-news/data-breach/actors-steal-data-of-500k-patients-during-eye-clinic-ransomware-attack/,,
848,12/4/2020,2020,,Ubiqus Group (Contractor to NYC Department of Education),NY,,,,Education Facilities Subsector,Government Facilities,,,,,,,,,,,https://nypost.com/2021/01/02/cyberattack-cripples-nyc-does-teacher-disciplinary-system/,,
849,12/5/2020,2020,,Texarkana Metropolitan Area,"TX, AR",,,,Government Facilities,,,,,,,,,,,,https://www.ksla.com/2020/12/07/ransomware-cripples-municipal-computers-texarkana/,,
850,12/6/2020,2020,,Greater Baltimore Medical Center,MD,,,,Healthcare and Public Health,,,,,,,,,,,,https://baltimore.cbslocal.com/2020/12/07/computer-systems-down-at-greater-baltimore-medical-center-due-to-ransomware-incident/,,
851,12/7/2020,2020,,City of Independence,MO,,,,Government Facilities,,,,,,,,,,,,https://www.kmbc.com/article/city-of-independence-dealing-with-ransomware-attack-on-city-technology/34893170,,
852,12/8/2020,2020,,Total System Services Inc. (TSYS),Global,,,,Financial Services,,Conti,S0575,,,,,,,,,https://securityboulevard.com/2020/12/payment-processing-giant-tsys-ransomware-incident-immaterial-to-company/,,
853,12/9/2020,2020,,European Medicines Agency,Europe,,,,Chemical,Healthcare and Public Health,,,,,,,,,,,"https://www.databreaches.net/french-pharmaceutical-firm-involved-in-packaging-anti-covid-vaccines-hit-by-cyberattack/ ;
https://www.sudouest.fr/sciences-et-technologie/cyberattaque-en-europe-des-documents-lies-au-vaccin-pfizer-biontech-ont-ete-pirates-1640070.php",,Date listed is when the company announced they had been attacked
854,12/12/2020,2020,,Nygard International,Canada,,,,Commercial Facilities,,Netwalker,S0457,,,1098 bitcoins,"$7,200,000",More than $5000000,No,N/A,N/A,https://www.cbc.ca/news/canada/manitoba/peter-nygard-bail-ransomware-attack-1.5859131,,
855,12/13/2020,2020,,Habana Labs,Israel,,,,Information Technology,,Pay2Key,S0556,,,,,,,,,https://www.bleepingcomputer.com/news/security/intels-habana-labs-hacked-by-pay2key-ransomware-data-stolen/,,
856,12/13/2020,2020,,Symrise AG,Germany,,,,Food and Agriculture,,Clop,S0611,,,,,,,,,https://www.bleepingcomputer.com/news/security/flavors-designer-symrise-halts-production-after-clop-ransomware-attack/,,
857,12/14/2020,2020,,Inchcape,Australia,,,,Commercial Facilities,,RansomExx/defray,,,,,,,,,,https://www.itwire.com/security/auto-services-firm-inchcape-hit-by-windows-ransomexx-ransomware.html,,
858,12/15/2020,2020,,Forward Air Corp,TN,,,,Transportation Systems,,Hades,,,,,,,,,,https://www.freightwaves.com/news/news-alert-forward-air-reveals-ransomware-attack-warns-of-revenue-hit; https://www.securityweek.com/trucking-giant-says-ransomware-attack-had-75m-impact,,Resulted in financial loss of $7.5 million
859,12/16/2020,2020,,Jefferson County Property Valuation Administrators Office (PVA),KY,,,,Government Facilities,,,,,,,,,No,N/A,N/A,https://www.wdrb.com/news/business/jefferson-county-pva-office-hit-by-ransomware-attack/article_fdeb5286-43d0-11eb-81f1-770245866a54.html,,
860,12/17/2020,2020,,Fareva,Luxembourg,,,,Chemical,Healthcare and Public Health,,,,,,,,,,,"https://therecord.media/cert-france-lockean-ransomware-group-behind-attacks-on-french-companies/ ;
https://www.lanouvellerepublique.fr/amboise/le-groupe-pharmaceutique-fareva-serait-victime-d-une-cyber-attaque",,Ransomware affiliate group identified as Lockean
861,12/20/2020,2020,,Hurtigruten (Norwegian Cruise Company),Global ,,,,Transportation Systems,,,,,,,,,,,,https://thedigitalhacker.com/hurtigruten-the-well-known-norwegian-cruise-company-hit-by-cyberattack/,,
862,12/21/2020,2020,,Leon Medical Centers,FL,,,,Healthcare and Public Health,,Conti,S0575,,,,,,,,,https://www.scmagazine.com/home/security-news/ransomware/conti-ransomware-gang-tied-to-latest-attacks-on-hospitals-in-florida-and-texas/,,"""Conti gang reportedly sent malicious phishing emails to Leon Medical in September 2020 and used a Microsoft Server Message Block vulnerability (CVE-2020-0796) to access an admin account. From there, the attackers used the well-known tools BloodHound and Mimikatz to dive deeper into victim networks."""
863,12/22/2020,2020,,Lake Region Healthcare,MN,,,,Healthcare and Public Health,,,,,,,,,,,,https://www.duluthnewstribune.com/newsmd/health-news/6823429-Fergus-Falls-health-systems-computer-network-disrupted-after-ransomware-attack,,
864,12/23/2020,2020,,Sangoma Technologies Corporation,Canada,,,,Communications,,Conti,S0575,,,,,,,,,https://www.bleepingcomputer.com/news/security/freepbx-developer-sangoma-hit-with-conti-ransomware-attack/,,
865,12/23/2020,2020,,OmniTRAX,USA,,,,Transportation Systems,,,,,,,,,No,N/A,N/A,https://www.freightwaves.com/news/ransomware-attack-hits-short-line-rail-operator-omnitrax,,
866,12/25/2020,2020,,Scottish Environment Protection Agency,Scotland,,,,Government Facilities,Healthcare and Public Health,Conti,S0575,Ongoing as of 4/6/2021,More than 1 month,,,,No,N/A,N/A,https://www.bankinfosecurity.com/ransomware-disrupts-scottish-environment-protection-agency-a-15768; https://www.bankinfosecurity.com/ransomware-cleanup-costs-scottish-agency-11-million-a-16344,,
867,12/26/2020,2020,,City of Cornelia,GA,,,,Government Facilities,Water and Wastewater Systems,,,,,,,,,,,https://nowhabersham.com/cornelia-hit-by-ransomware-attack/,,
868,12/29/2020,2020,,Antwerp General Medical Laboratory (AML),Belgium,,,,Healthcare and Public Health,,,,,,,,,,,,https://www.brusselstimes.com/news/belgium-all-news/147433/antwerp-laboratory-becomes-latest-victim-of-cyber-attack/,,
869,1/1/2021,2021,Jan-21,Wentworth Golf Club,UK,,,,Commercial Facilities,,,,,,,,,,,,https://grahamcluley.com/wentworth-golf-club-hacked/,,
870,1/1/2021,2021,Jan-21,DSC Logistics,IL,,,,Transportation Systems,Food and Agriculture,,,,,,,,,,,https://www.freightwaves.com/news/ransomware-attack-targets-major-us-logistics-firm-dsc,,
871,1/1/2021,2021,January 2021,Accellion clients,Global,,,,Information Technology,,,,,,,,,,,,https://www.wired.com/story/accellion-breach-victims-extortion/,,Data breach that led to several extortion attempts against clients 
872,1/1/2021,2021,2021,Unnamed manufacturing facilities,Italy,,,,Critical Manufacturing,,Cring,,,,,,,,,,https://www.cyberscoop.com/ransomware-industrial-europe-kaspersky-cring/,,
873,1/1/2021,2021,January 2021,Unnamed US Farm,USA,,,,Food and Agriculture,,,,,,,,,,,,https://www.securityweek.com/fbi-warns-ransomware-attack-could-disrupt-food-supply-chain,,
874,1/1/2021,2021,2021,Unnamed US Bakery,USA,,,,Food and Agriculture,,,,,,,,,,,,https://www.securityweek.com/fbi-warns-ransomware-attack-could-disrupt-food-supply-chain,,
875,1/5/2021,2021,,Granite Wellness Centers,CA,,,,Healthcare and Public Health,,,,,,,,,,,,https://www.beckershospitalreview.com/cybersecurity/15-600-patients-health-info-exposed-in-ransomware-attack-on-california-health-center.html,,
876,1/10/2021,2021,,Gastroenterology Consultants,TX,,,,Healthcare and Public Health,,,,,,,,,,,,https://www.beckershospitalreview.com/cybersecurity/162-000-patients-exposed-in-ransomware-attack-on-texas-medical-group.html,,
877,1/13/2021,2021,,Cochise Eye and Laser,AZ,,,,Healthcare and Public Health,,,,Months,More than 1 month,,,,,,,https://healthitsecurity.com/news/100k-patients-impacted-by-cochise-eye-and-laser-ransomware-attack,,
878,1/14/2021,2021,,Dairy Farm Group,Asia,,,,Food and Agriculture,,Revil/sodinokibi,S0496,,,,"$30,000,000",More than $5000000,,,,https://www.bleepingcomputer.com/news/security/pan-asian-retail-giant-dairy-farm-suffers-revil-ransomware-attack/,,
879,1/16/2021,2021,,City of Montmagne,Canada,,,,Government Facilities,,,,,,,,,,,,https://presstories.com/2021/01/23/cyber-%E2%80%8B%E2%80%8Battack-ransomware-victim-montmagne-city/,,
880,1/17/2021,2021,,FatFace,UK,,,,Commercial Facilities,,Conti,S0575,,,213 bitcoin,$8 million,More than $5000000,Yes,,$2.65  million,https://www.computerweekly.com/news/252498463/Retailer-FatFace-pays-2m-ransom-to-Conti-cyber-criminals,,
881,1/23/2021,2021,,WestRock Company,GA,,,,Critical Manufacturing,,,,,,,,,,,,http://scid.infracritical.com/pages/scid-00112/,,
882,1/23/2021,2021,,Georgetown County,SC,,,,Government Facilities,,,,,More than 1 month,,,,No,N/A,N/A,https://coastalobserver.com/restoration-of-computer-system-continues-after-ransomware-found/; https://www.wmbfnews.com/2021/02/19/email-back-up-about-half-georgetown-county-staff-following-ransomware-attack/,,
883,1/23/2021,2021,,Unnamed trucking and logistics company,USA,,,,Transportation Systems,,,,A few days,1 week or less,,"$300,000",$1000000 or less,No,N/A,N/A,https://www.freightwaves.com/news/inside-a-ransomware-attack-on-a-small-trucking-company,,
884,1/27/2021,2021,,Crisp Regional Health Services,GA,,,,Healthcare and Public Health,,,,,,,,,,,,https://www.beckershospitalreview.com/cybersecurity/ransomware-attack-temporarily-shuts-down-georgia-hospital-s-phone-lines-computer-systems.html,,
885,1/27/2021,2021,,Personal Touch Holding Corp.,USA,,,,Healthcare and Public Health,,,,,,,,,,,,https://www.beckershospitalreview.com/cybersecurity/ransomware-attack-affects-750-000-personal-touch-patients-employees-across-u-s.html,,"Article labels it as ransomware, but does only describes it as a data breach"
886,1/30/2021,2021,,Victor Central School District,NY,,,,Education Facilities Subsector,,,,,1 month or less,,,,,,,https://www.rochesterfirst.com/news/education/parents-happy-with-victor-school-response-after-ransomware-attack-saturday/,,
887,1/31/2021,2021,Late Jan 2021,UK Research and Innovation,"UK, Belgium",,,,Government Facilities,,,,Announcement of recovery on Feb 17,1 month or less,,,,No,N/A,N/A,https://www.zdnet.com/article/uk-research-and-innovation-suffers-ransomware-attack/; https://www.ukri.org/news/ukri-response-to-it-incident/; https://www.ukri.org/news/ukri-response-to-it-incident/,,
888,2/1/2021,2021,Feb-21,Discount Car and Truck Rentals ,Canada,,,,Transportation Systems,,DarkSide,,,,,,,,,,https://www.bleepingcomputer.com/news/security/leading-canadian-rental-car-company-hit-by-darkside-ransomware/,,
889,2/1/2021,2021,Feb-21,Standley Systems (vendor to Healthcare Sector),OK,,,,Information Technology,Healthcare and Public Health,Revil/sodinokibi,S0496,,,,,,No,N/A,N/A,https://healthitsecurity.com/news/ransomware-actors-leak-data-from-3-more-healthcare-related-entities,,
890,2/1/2021,2021,Feb-21,Rehoboth McKinley Christian Health Care Services,NM,,,,Healthcare and Public Health,,Conti,S0575,,,,,,,,,https://healthitsecurity.com/news/ransomware-actors-leak-data-from-3-more-healthcare-related-entities,,
891,2/1/2021,2021,Feb-21,Capital Medical Center,WA,,,,Healthcare and Public Health,,Avaddon,S0640,,,,,,,,,https://healthitsecurity.com/news/ransomware-actors-leak-data-from-3-more-healthcare-related-entities,,
892,2/1/2021,2021,Feb-21,Yuba County,CA,,,,Government Facilities,,,,,,,,,No,N/A,N/A,https://www.govtech.com/security/California-County-Focuses-on-Recovery-After-Ransomware-Attack.html,,
893,2/1/2021,2021,Feb-21,Carnegie Clean Energy,Australia,,,,Energy,,Avaddon,S0640,,,,,,,,,https://www.afr.com/politics/federal/hacked-renewables-firm-coffee-roaster-hit-by-ransomware-attacks-20210222-p574jy,,
894,2/1/2021,2021,Feb-21,Segafredo Zanetti,Italy,,,,Food and Agriculture,,DarkSide,,,,,,,,,,https://www.afr.com/politics/federal/hacked-renewables-firm-coffee-roaster-hit-by-ransomware-attacks-20210222-p574jy,,
895,2/1/2021,2021,Feb-21,Ministerio de Economía y Finanzas de Ecuador (Ecuador's Ministry of Finance),Ecuador,,,,Government Facilities,Financial Services,Ronggolawe/AwesomeWare,,,,,,,,,,https://www.bleepingcomputer.com/news/security/ransomware-gang-hacks-ecuadors-largest-private-bank-ministry-of-finance/,,
